ID,Loại,SKU,"GTIN, UPC, EAN hoặc ISBN",Tên,"Đã xuất bản","Là sản phẩm nổi bật?","Hiển thị trong danh mục","Mô tả ngắn","Mô tả","Ngày bắt đầu giá khuyến mãi","Ngày kết thúc giá khuyến mãi","Trạng thái thuế","Lớp thuế","Còn hàng?","Tồn kho","Số lượng sắp hết hàng","Cho phép đặt hàng trước?","Bán riêng lẻ?","Cân nặng (kg)","Chiều dài (cm)","Chiều rộng (cm)","Chiều cao (cm)","Cho phép khách hàng đánh giá?","Ghi chú mua hàng","Giá khuyến mãi","Giá thông thường","Danh mục",Thẻ,"Lớp vận chuyển","Hình ảnh","Giới hạn tải xuống","Ngày hết hạn tải xuống",Cha,"Sản phẩm theo nhóm","Bán thêm","Bán chéo","URL bên ngoài","Văn bản nút","Vị trí","Thương hiệu","Sản Phẩm Thương Hiệu","Tên thuộc tính 1","Giá trị thuộc tính 1","Thuộc tính hiển thị 1","Thuộc tính chung 1"
253,variable,AMD-PSJ-958,,"Nến thơm cao cấp| Nến kể chuyện | A cup of peace",1,1,visible,"A Cup Of Peace y như tên gọi Một tách bình yên giúp bạn thư giãn, tâm trí dịu lại và cảm nhận hiện tại.","<h4>Về sản phẩm</h4>\n<p class=""QN2lPu"">Một mùi hương mang đến cho bạn khung cảnh của buổi chiều thưởng trà: Gió mát miên man ngoài sân, trên bàn là tách trà thơm phức và quyển sách hay bạn đang đọc dang dở.</p>\n<p class=""QN2lPu"">A Cup Of Peace y như tên gọi Một tách bình yên giúp bạn thư giãn, tâm trí dịu lại và cảm nhận hiện tại.</p>\n<p class=""QN2lPu"">Hương thơm của A Cup Of Peace phù hợp cho buổi thiền sáng, hoặc nghỉ ngơi tĩnh tâm sau một ngày dài làm việc.</p>\n\n<table class=""bordered"">\n<tbody>\n<tr>\n<th colspan=""2"">CHI TIẾT SẢN PHẨM</th>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Thành phần</strong></td>\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Khối lượng</strong></td>\n<td>100g/220g</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Chất liệu hủ</strong></td>\n<td>Thuỷ tinh</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Nơi sản xuất</strong></td>\n<td>Việt Nam</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,99,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp > Nến kể chuyện, Nến thơm cao cấp",,,"https://nghikigai.com/wp-content/uploads/2023/10/tai-xuong-9.webp, https://nghikigai.com/wp-content/uploads/2023/10/FullSizeRender_VSCO-5-scaled.webp, https://nghikigai.com/wp-content/uploads/2023/10/FullSizeRender_VSCO-41-scaled.webp, https://nghikigai.com/wp-content/uploads/2023/10/NKC-A-cup-of-peace-01-png.webp",,,,,,,,,0,,,Size,"100g, 220g",1,0
456,variation,,,"Nến thơm cao cấp| Nến kể chuyện | A cup of peace - 220g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.22,,,,0,,,320000,,,,https://nghikigai.com/wp-content/uploads/2023/10/FullSizeRender_VSCO-5-scaled.webp,,,AMD-PSJ-958,,,,,,2,,,Size,220g,,0
1917,variation,,,"Nến thơm cao cấp| Nến kể chuyện | A cup of peace - 100g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.1,,,,0,,,150000,,,,https://nghikigai.com/wp-content/uploads/2025/09/IMG_9650-scaled-jpg.webp,,,AMD-PSJ-958,,,,,,1,,,Size,100g,,0
1919,variable,AMD-PSJ-958-1,,"Nến thơm cao cấp| Nến kể chuyện | A new era of me",1,1,visible,"Cái tên A new era of me (Thời của tôi đã đến) có thể được hiểu là dành cho bất kỳ khoảnh khắc nào bạn quyết định thay đổi, làm một thứ gì đó mới mẻ, thách thức bản thân, rẽ hướng, theo đuổi một điều quan trọng.","<h4>Về sản phẩm</h4>\n<p class=""QN2lPu"">THỜI CỦA TÔI ĐÃ ĐẾN (A NEW ERA OF ME) là loại nến được Nghikigai cho ra mắt đầu năm 2024 để khuyến khích những ai đang loay hoay mất phương hướng sẽ điềm tĩnh và nhìn thấy được con đường cho chính mình.</p>\n<p class=""QN2lPu"">Kết hợp giữa mùi gỗ đàn hương và mùi cotton khá giống với mùi vải, quần áo sau khi giặt sạch với nước thơm, sự kết hợp này vừa táo bạo vừa quen thuộc. Táo bạo vì quá quen thuộc mà khi ngửi thấy mùi, bạn sẽ ồ lên: ""Hóa ra là mùi này"" hoặc ""Mùi này rất quen, nó trong tiềm thức nhưng mình lại quên bẵng nó mất"".</p>\n<p class=""QN2lPu"">Hũ nến này không được làm riêng cho dịp năm mới, nên không phải vì Tết hay qua năm mà bạn cần có nó. Cái tên A new era of me (Thời của tôi đã đến) có thể được hiểu là dành cho bất kỳ khoảnh khắc nào bạn quyết định thay đổi, làm một thứ gì đó mới mẻ, thách thức bản thân, rẽ hướng, theo đuổi một điều quan trọng.</p>\n<p class=""QN2lPu"">Đúng hơn đây là một nghi thức nhằm đánh dấu một giao kèo với bản thân bạn vừa được xác lập. Khi ngọn nến vừa cháy lên, đó là lúc bạn nhận ra mình đã khác.</p>\n<p class=""QN2lPu"">Hãy đốt A new era of me vào ngày sinh nhật, vào đầu năm mới, vào đầu tháng, hoặc đơn giản bất kỳ khi nào bạn thật sự nghiêm túc với bản thân mình. Không cần bất kỳ ai làm chứng, chính bạn sẽ là người làm chứng duy nhất cho điều bạn hứa sẽ làm. Và ngọn nến sẽ đánh dấu thời điểm đó.</p>\n<p class=""QN2lPu"">Hũ nến phù hợp cho cá nhân hoặc làm quà tặng cho những người thân đang cần một tín hiệu chỉ dẫn.</p>\n\n<table class=""bordered"">\n<tbody>\n<tr>\n<th colspan=""2"">CHI TIẾT SẢN PHẨM</th>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Thành phần</strong></td>\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Khối lượng</strong></td>\n<td>100g/220g</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Chất liệu hủ</strong></td>\n<td>Thuỷ tinh</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Nơi sản xuất</strong></td>\n<td>Việt Nam</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,99,,notify,0,0.22,,,,1,,,,"Nến thơm cao cấp > Nến kể chuyện, Nến thơm cao cấp",,,"https://nghikigai.com/wp-content/uploads/2023/10/tai-xuong-8.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7r98o-lyc7tm5zea19b4.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7r98o-lyc7t3laktot12.webp, https://nghikigai.com/wp-content/uploads/2025/09/NKC-A-new-era-of-me-01-1-png.webp",,,,,,,,,0,,,Size,"100g, 220g",1,0
1920,variation,,,"Nến thơm cao cấp| Nến kể chuyện | A new era of me - 100g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.1,,,,0,,,150000,,,,https://nghikigai.com/wp-content/uploads/2025/09/IMG_9650-scaled-jpg.webp,,,AMD-PSJ-958-1,,,,,,1,,,Size,100g,,0
1921,variation,,,"Nến thơm cao cấp| Nến kể chuyện | A new era of me - 220g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.22,,,,0,,,320000,,,,https://nghikigai.com/wp-content/uploads/2025/09/NKC-A-new-era-of-me-01-1-png.webp,,,AMD-PSJ-958-1,,,,,,2,,,Size,220g,,0
1926,variable,AMD-PSJ-958-2,,"Nến thơm cao cấp| Nến kể chuyện | Me or cigarette",1,1,visible,"Hương thơm giúp thư giãn tinh thần sau một ngày làm việc mệt mỏi","<h4>Về sản phẩm</h4>\n<p data-start=""52"" data-end=""291"">Ai thi thoảng cũng có cho mình vài khoảnh khắc say đắm trong sự cám dỗ và hoang mang hứng khởi. Với mùi thuốc lá đỏ đặc quánh trong không trung, bạn không phải bật lửa đốt thuốc mà vẫn có thể cảm thấy một chút rạo rực bồi hồi trong lòng nhờ mùi hương từ Me or cigarette của Nghikigai.</p>\n<p data-start=""293"" data-end=""317""><strong data-start=""293"" data-end=""315"">Phù hợp với người:</strong></p>\n\n<ul data-start=""318"" data-end=""500"">\n 	<li data-start=""318"" data-end=""395"">\n<p data-start=""320"" data-end=""395"">Sau một ngày mỏi mệt, muốn thưởng thức một ly rượu vang và đốt điếu thuốc</p>\n</li>\n 	<li data-start=""396"" data-end=""448"">\n<p data-start=""398"" data-end=""448"">Nhớ quặn quay một ai đó nhưng không thể quay lại</p>\n</li>\n 	<li data-start=""449"" data-end=""500"">\n<p data-start=""451"" data-end=""500"">Cần một chút nam tính hiện hữu trong không gian</p>\n</li>\n</ul>\n<table class=""bordered"">\n<tbody>\n<tr>\n<th colspan=""2"">CHI TIẾT SẢN PHẨM</th>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Thành phần</strong></td>\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Khối lượng</strong></td>\n<td>100g/220g</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Chất liệu hủ</strong></td>\n<td>Thuỷ tinh</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Nơi sản xuất</strong></td>\n<td>Việt Nam</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,99,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp > Nến kể chuyện, Nến thơm cao cấp",,,https://nghikigai.com/wp-content/uploads/2023/10/tai-xuong-2.webp,,,,,,,,,0,,,Size,"100g, 220g",1,0
1927,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Me or cigarette - 100g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.1,,,,0,,,150000,,,,https://nghikigai.com/wp-content/uploads/2025/09/IMG_9650-scaled-jpg.webp,,,AMD-PSJ-958-2,,,,,,1,,,Size,100g,,0
1928,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Me or cigarette - 220g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.22,,,,0,,,320000,,,,https://nghikigai.com/wp-content/uploads/2025/09/NKC-Me-or-Cigarette-01-png.webp,,,AMD-PSJ-958-2,,,,,,2,,,Size,220g,,0
1951,variable,AMD-PSJ-958-3,,"Nến thơm cao cấp| Nến kể chuyện | Bay đi, Ikigai",1,1,visible,"BAY ĐI, IKIGAI! là một hũ nến rất đặc biệt mình làm ra sau khi trải qua một cuộc hội ngộ dễ thương với bé chim non không biết bay. Bé vô tình đi lạc vô tiệm của mình những ngày đầu mình đang sửa tiệm.","<h4>Về sản phẩm</h4>\n<p class=""QN2lPu"">BAY ĐI, IKIGAI! - MÙI CỦA ĐẤT ẨM, TÁN LÁ ƯỚT VÀ SỰ TỰ DO.</p>\n<p class=""QN2lPu"">BAY ĐI, IKIGAI! là một hũ nến rất đặc biệt mình làm ra sau khi trải qua một cuộc hội ngộ dễ thương với bé chim non không biết bay. Bé vô tình đi lạc vô tiệm của mình - Nghikigai, những ngày đầu mình đang sửa tiệm.</p>\n<p class=""QN2lPu"">Mình nghe tiếng chim non cứ ríu rít từ sáng đến chiều, mình còn thầm nghĩ là: ""Bé chim nào vô tiệm mà hót hay quá chừng"". Nhưng tới chiều tối sắp đóng cửa mà bé chim vẫn không bay đi, thì mình mới nhận ra em là chim non đi lạc và chưa bay vững.</p>\n<p class=""QN2lPu"">Thế là mình tìm em và bắt được em dễ dàng. Em cứ thế leo lên tay mình và vẫn tiếp tục ríu rít nói chuyện. Lần đầu tiên có một bé chim trên tay và khuôn mặt em rất dễ thương, trời thì đã tối, ngó lên cành cây sơ ri chẳng thấy gì. Thế là mình nghĩ, thôi cứ tạm để em ở đây, cùng lắm mình nuôi luôn. Và mình đã vội vàng đặt tên cho em là Ikigai, sau đó mua đồ ăn cho chim non, lồng chim, mọi thứ để chăm sóc chim non để giao hỏa tốc.</p>\n<p class=""QN2lPu"">Tối đó, em trên tay mình và ăn lấy ăn để thức ăn chim non mình vừa mới pha. Mình hỏi em là: ""Giờ đặt tên con là Ikigai nha, coi như linh vật rồi nuôi luôn nha chịu khum?""; thì ẻm đáp lời: ""Chíp"" (tiếng chim nhé chứ ko phải tiếng gà con đâu mà mình ko biết chim nó kêu thế nào sang văn viết :)))</p>\n<p class=""QN2lPu"">Nói xong mình đưa em vô chiếc lồng xinh đẹp mới mua, lót ấm áp kèm đồ ăn nước uống cho em đêm nay rồi đóng cửa đi về.</p>\n<p class=""QN2lPu"">Được đúng một hôm, sáng mình ghé tiệm sớm thì có vẻ như tối qua ba má em ở ngoài nói chuyện với em rất nghiêm túc, rằng: ""Con phải kêu chị Nghi cho con đi ra đi, rồi ba má mới tập cho con bay được, rồi mới tự do được không là ở trong lồng suốt đời đó con ơi"".</p>\n<p class=""QN2lPu"">Có vẻ vậy, nên sáng đó mình tới, bé Ikigai nhất định đập cánh đòi bay ra ngoài. Thế là dù rất lo lắng tình trạng non nớt đó, mình quyết định thả em ra dưới cây sơ ri kín đáo, rồi vào trong nhìn camera. Ba mẹ của bé Ikigai sà xuống. Thậm chí, mẹ nó còn bay lên cái thành tường một bậc, nó bay lên theo xong té cái bịch mà mình ruột gan lo lắng hết sức. Nhưng chị bác sĩ thú y thân thiết của mình nói rằng: ""Phải thả em đi, ba mẹ em mới chăm sóc được chứ mình không biết cách thì vài bữa em cũng sẽ mất"".</p>\n\n<table class=""bordered"">\n<tbody>\n<tr>\n<th colspan=""2"">CHI TIẾT SẢN PHẨM</th>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Thành phần</strong></td>\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Khối lượng</strong></td>\n<td>100g/220g</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Chất liệu hủ</strong></td>\n<td>Thuỷ tinh</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Nơi sản xuất</strong></td>\n<td>Việt Nam</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,100,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp > Nến kể chuyện, Nến thơm cao cấp",,,"https://nghikigai.com/wp-content/uploads/2023/10/tai-xuong-7.webp, https://nghikigai.com/wp-content/uploads/2023/10/FullSizeRender_VSCO-41-scaled.webp",,,,,,,,,0,,,Size,"100g, 220g",1,0
1952,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Bay đi, Ikigai - 100g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.1,,,,0,,,150000,,,,https://nghikigai.com/wp-content/uploads/2025/09/IMG_9650-scaled-jpg.webp,,,AMD-PSJ-958-3,,,,,,1,,,Size,100g,,0
1953,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Bay đi, Ikigai - 220g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.22,,,,0,,,320000,,,,https://nghikigai.com/wp-content/uploads/2025/09/NKC-Bay-di-Ikigai-01-png.webp,,,AMD-PSJ-958-3,,,,,,2,,,Size,220g,,0
1957,variable,AMD-PSJ-958-3-1,,"Nến thơm cao cấp| Nến kể chuyện | Born to tell stories",1,1,visible,"Khi câu chuyện vẫy gọi, người kể chuyện không thể làm ngơ. Hãy đốt nến lên, nghe thêm một chút tiếng ồn trắng (white noise) hoặc nhạc lofi, và viết.","<h4>Về sản phẩm</h4>\n<p class=""QN2lPu"">Câu chuyện là thứ gắn liền với tụi mình. Chừng nào đầu óc còn có thể sáng tạo, thì cuộc sống này còn rất muôn màu. Ai cũng có một câu chuyện để kể, nhưng không phải ai cũng biết cách nói cho người khác nghe trải nghiệm của mình, tình huống của mình mà vẫn vẹn nguyên cảm xúc.</p>\n<p class=""QN2lPu"">Người kể chuyện (Storytellers) hay đúng hơn là những bạn làm việc trong lĩnh vực sáng tạo đều là những người kể chuyện. Chúng ta có một sứ mệnh là thay người khác kể lại câu chuyện của họ. Để làm gì? Để nếu đó là một câu chuyện của tình yêu thương, thì nó sẽ lan tỏa mạnh mẽ tình cảm quý giá đó. Nếu đó là một câu chuyện của sự đấu tranh, cố gắng không ngừng nghỉ, thì việc kể lại chính là giúp cho những người đang ở một hố sâu nhìn thấy được ánh sáng. Để họ biết rằng: Ồ đây là một tín hiệu để mình phải đi tiếp!</p>\n<p class=""QN2lPu"">Born to tell stories là cái tên mình ngẫm nghĩ rồi lại thấy tâm đắc, thấy sao mà đúng và thiêng liêng quá. Và vì mình thích cái nghề sáng tạo nội dung này quá đỗi, mình đã chọn loại tinh dầu là mùi hoa anh đào Japanese Cherry Blossom để mình và bất cứ ai sáng tạo đều được hòa trong mùi hương dễ chịu này.</p>\n<p class=""QN2lPu"">Khi câu chuyện vẫy gọi, người kể chuyện không thể làm ngơ.</p>\n<p class=""QN2lPu"">Hãy đốt nến lên, nghe thêm một chút tiếng ồn trắng (white noise) hoặc nhạc lofi, và viết. Thế thôi.</p>\n\n<table class=""bordered"">\n<tbody>\n<tr>\n<th colspan=""2"">CHI TIẾT SẢN PHẨM</th>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Thành phần</strong></td>\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Khối lượng</strong></td>\n<td>100g/220g</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Chất liệu hủ</strong></td>\n<td>Thuỷ tinh</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Nơi sản xuất</strong></td>\n<td>Việt Nam</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,98,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp > Nến kể chuyện, Nến thơm cao cấp",,,"https://nghikigai.com/wp-content/uploads/2025/09/86ec5b5d-6350-4c7e-9469-c860ea965ba1.webp, https://nghikigai.com/wp-content/uploads/2025/09/Born-to-tell-stories-scaled-e1758773193352.webp, https://nghikigai.com/wp-content/uploads/2025/09/NKC-Born-to-tell-stories-01-png.webp",,,,,,,,,0,,,Size,"100g, 220g",1,0
1958,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Born to tell stories - 100g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.1,,,,0,,,150000,,,,https://nghikigai.com/wp-content/uploads/2025/09/IMG_9650-scaled-jpg.webp,,,AMD-PSJ-958-3-1,,,,,,1,,,Size,100g,,0
1959,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Born to tell stories - 220g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.22,,,,0,,,320000,,,,https://nghikigai.com/wp-content/uploads/2025/09/NKC-Born-to-tell-stories-01-png.webp,,,AMD-PSJ-958-3-1,,,,,,2,,,Size,220g,,0
1961,variable,AMD-PSJ-958-3-1-1,,"Nến thơm cao cấp| Nến kể chuyện | Don't overthink, Just overdrink",1,1,visible,"Chễm chệ màu hồng rực rỡ nổi bật trên kệ, hũ nến có mùi rượu Whiskey say xỉn ngọt ngào và có phần loạng choạng này của Nghikigai đã liên tục được chọn.","<h4>Về sản phẩm</h4>\n<p class=""QN2lPu"">Chễm chệ màu hồng rực rỡ nổi bật trên kệ, hũ nến có mùi rượu Whiskey say xỉn ngọt ngào và có phần loạng choạng này của Nghikigai đã liên tục được chọn.</p>\n<p class=""QN2lPu"">Nghikigai - Tiệm nến, nước hoa, sổ khâu kiểu Nhật &amp; đồ thủ công được làm bằng niềm vui ❤️</p>\n<p class=""QN2lPu"">Những thứ nho nhỏ, cân bằng áp lực to to.</p>\n<p class=""QN2lPu"">Nghikigai lấy cảm hứng bởi Ikigai (lẽ sống) trong tiếng Nhật và mình thấy vui khi làm đồ thủ công. Những món đồ của mình làm ra có sứ mệnh xoa dịu tinh thần và vỗ về bạn sau mỗi ngày làm việc trở về nhà ❤️</p>\n\n<table class=""bordered"">\n<tbody>\n<tr>\n<th colspan=""2"">CHI TIẾT SẢN PHẨM</th>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Thành phần</strong></td>\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Khối lượng</strong></td>\n<td>100g/220g</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Chất liệu hủ</strong></td>\n<td>Thuỷ tinh</td>\n</tr>\n<tr>\n<td style=""width: 150px;""><strong>Nơi sản xuất</strong></td>\n<td>Việt Nam</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,99,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp > Nến kể chuyện, Nến thơm cao cấp",,,"https://nghikigai.com/wp-content/uploads/2023/10/tai-xuong-5.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7r98o-lyf7nxkal7dt27.webp, https://nghikigai.com/wp-content/uploads/2025/09/NKC-Don_t-overthink-Just-overdrink-01-png.webp",,,,,,,,,0,,,Size,"100g, 220g",1,0
1962,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Don't overthink, Just overdrink - 100g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.1,,,,0,,,150000,,,,https://nghikigai.com/wp-content/uploads/2025/09/IMG_9650-scaled-jpg.webp,,,AMD-PSJ-958-3-1-1,,,,,,1,,,Size,100g,,0
1963,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Don't overthink, Just overdrink - 220g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.22,,,,0,,,320000,,,,https://nghikigai.com/wp-content/uploads/2025/09/NKC-Don_t-overthink-Just-overdrink-01-png.webp,,,AMD-PSJ-958-3-1-1,,,,,,2,,,Size,220g,,0
